Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J7,ST-Link v3 STDC14,PinHeader_2x07_P1.27mm_Vertical_SMD,145.7,-120.7,0.0,top
J8,Serial Interconnection,PinHeader_2x08_P2.54mm_Vertical,155.07,-117.23,0.0,top
